expression
1.5 degrees c
2010 biodiversity target
2010 target
young child
young children
young people
young women
youth attitudes
youth employment
youth participation
youth unemployment
youth-friendly services
zaire ebolavirus
zebra crossing
zero carbon
zero carbon housing
zero net land degradation
zero-energy building
zika fever
zika virus
zinc supplementation
zoonotic disease
post-harvest loss
post-harvest losses
postharvest loss
postharvest losses
adolescent girl
adolescent girls
aichi biodiversity target
aichi biodiversity targets
arbitrary detention
arbitrary detentions
basic service
basic services
birth registration
birth registrations
cardiovascular disease
cardiovascular diseases
cerebrovascular accident
cerebrovascular accidents
child right
child rights
children’s rights
children rights
child labour
child labor
children labour
children labor
child marriage
children marriage
child marriages
children marriages
child slavery
children slavery
child trafficking
children trafficking
child trafficked
child traffickers
child work
child worker
children work
child workers
children's right
children's rights
chronic obstructive pulmonary disease
chronic obstructive pulmonary diseases
COPD
civil right
civil rights
civil society
civil societies
climate action
climate actions
climate effect
climate effects
climate model
climate models
climate variation
climate variations
communicable disease
communicable diseases
coral reef
coral reefs
cultivated plant
cultivated plants
death registration
death registrations
decent job
decent jobs
degraded dryland
degraded drylands
degraded forest
degraded forests
degraded land
degraded lands
degraded soil
degraded soils
developed country
developing country
developed countries
developing countries
developing with assistance
developed with assistance
doha development
doha developments
domesticated animal
domesticated animals
drunk drive
drunk driving
drunk driver
drunk drivers
early marriage
early marriages
economic loss
economic losses
economic resource
economic resources
employment program
employment programmes
employment programs
environmentally sound
environmental soundness
environmental change
environmental changes
equal pay
equal payment
equal payments
farmed animal
farmed animals
female circumcision
female circumcisions
financial institution
financial institutions
financial market
financial markets
financial resource
financial resources
financial service
financial services
fish stock
fish stocks
food banks
food price
food prices
forced labour
forced labor
forcing labour
forced labours
forced marriage
forced marriages
fundamental freedom
fundamental freedoms
gender disparity
gender disparities
gender equality
gender equalities
gender inequality
gender inequalities
gender parity
gender parities
glass ceiling
glass ceilings
government expenditure
governmental expenditure
green-house effect
green-house effects
green-house gas
green-house gases
greenhouse effect
greenhouse effects
greenhouse gas
greenhouse gases
gross domestic product
gross domestic products
GDP
gross national income
gross national incomes
GNI
growth rate
growth rates
hand washing
hand washings
hazardous chemical
hazardous chemicals
health emergency
health emergencies
health sector
health sectors
health worker
health workers
heart attack
heart attacks
heart disease
heart failure
heat pump
heat pumps
hourly earning
hourly earnings
human loss
human losses
human right
human rights
human trafficking
human traffickers
human trafficked
inclusive society
inclusive societies
job creation
job creations
job creating
labor productivity
labor production
labor right
labor rights
labour right
labour rights
land owner
land owners
least developed country
least developed countries
lung emphysema
lung emphysemas
media personnel
migration policy
migration policies
missing person
missing persons
myocardial infarction
myocardial infarcts
natural disaster
natural disasters
natural resource
natural resources
neglected disease
neglected diseases
non-governmental organisation
non-governmental organisations
non-governmental organization
non-governmental organizations
nongovernmental organisation
nongovernmental organisations
nongovernmental organization
nongovernmental organizations
number of death
number of deaths
occupational injury
occupational injuries
official development assistance
ODA
open defaecation
open defaecations
open defecation
open defecations
parenting plan
parenting plans
per million inhabitant
per million inhabitants
poverty indicator
poverty indicators
poverty line
poverty lines
productive activity
productive activities
product activities
public service
public services
quality job
quality jobs
reading skill
reading skills
resource management
resources management
resource manager
risk reduction
risk reductions
rule based
rules based
safe reuse
safely reused
safe reuses
school facility
school facilities
sea level
sea levels
sea water
sea waters
small enterprise
small enterprises
small entrepreneur
small entrepreneurship
small entrepreneurs
small island
small islands
small-scale industry
small-scale industries
sustainable development goal
sustainable development goals
SDG
SDGs
sustainable development
technological capability
technological capabilities
the poor
trade union
trade unions
tropical disease
tropical diseases
unemployment rate
unemployment rates
unintended pregnancy
unintended pregnancies
unwanted pregnancy
unwanted pregnancies
voting right
voting rights
waste water
wastewater
water scarcity
water shortage
water-borne disease
water-borne diseases
wind farm
wind farms
wind turbine
wind turbines
work environment
working environment
work environments
writing skill
writing skills
water sources
social inequalities
human health
